,origin_fips_code,origin_county_name,origin_state,origin_population,monthlydate,year,month,dest_fips_code,dest_county_name,dest_state,dest_loc_id,dest_loc_name,dest_loc_type,distance_origintodest,distance_type,dest_loc_numfacs,dest_asp,county,county_ascii,county_full,county_fips,state_id,state_name,lat,lng,population
437057,48157,Fort Bend County (TX),TX,172173.0,747,2022,4,48201,Harris County (TX),TX,26420,"Houston-The Woodlands-Sugar Land, TX",CBSA,11.404025,Travel (HERE API),7,251845.42,Fort Bend,Fort Bend,Fort Bend County,48157.0,TX,Texas,29.5275,-95.7709,806497.0
437058,48157,Fort Bend County (TX),TX,172173.0,748,2022,5,48201,Harris County (TX),TX,26420,"Houston-The Woodlands-Sugar Land, TX",CBSA,11.404025,Travel (HERE API),7,251845.42,Fort Bend,Fort Bend,Fort Bend County,48157.0,TX,Texas,29.5275,-95.7709,806497.0
437059,48157,Fort Bend County (TX),TX,172173.0,749,2022,6,48201,Harris County (TX),TX,26420,"Houston-The Woodlands-Sugar Land, TX",CBSA,11.404025,Travel (HERE API),7,251845.42,Fort Bend,Fort Bend,Fort Bend County,48157.0,TX,Texas,29.5275,-95.7709,806497.0
437136,48159,Franklin County (TX),TX,1779.0,752,2022,9,20173,Sedgwick County (KS),KS,48620,"Wichita, KS",CBSA,406.58243,Travel (HERE API),2,2819636.0,Franklin,Franklin,Franklin County,48159.0,TX,Texas,33.1755,-95.2184,10413.0
437137,48159,Franklin County (TX),TX,1779.0,753,2022,10,20173,Sedgwick County (KS),KS,48620,"Wichita, KS",CBSA,406.58243,Travel (HERE API),2,2817515.0,Franklin,Franklin,Franklin County,48159.0,TX,Texas,33.1755,-95.2184,10413.0
437138,48159,Franklin County (TX),TX,1779.0,754,2022,11,20173,Sedgwick County (KS),KS,48620,"Wichita, KS",CBSA,406.58243,Travel (HERE API),2,2815036.5,Franklin,Franklin,Franklin County,48159.0,TX,Texas,33.1755,-95.2184,10413.0
437139,48159,Franklin County (TX),TX,1779.0,755,2022,12,20173,Sedgwick County (KS),KS,48620,"Wichita, KS",CBSA,406.58243,Travel (HERE API),2,2815036.5,Franklin,Franklin,Franklin County,48159.0,TX,Texas,33.1755,-95.2184,10413.0
437140,48159,Franklin County (TX),TX,1779.0,750,2022,7,22017,Caddo Parish (LA),LA,43340,"Shreveport-Bossier City, LA",CBSA,124.57684,Travel (HERE API),1,5779161.0,Franklin,Franklin,Franklin County,48159.0,TX,Texas,33.1755,-95.2184,10413.0
437141,48159,Franklin County (TX),TX,1779.0,751,2022,8,47157,Shelby County (TN),TN,32820,"Memphis, TN-MS-AR",CBSA,355.27332,Travel (HERE API),1,3746532.0,Franklin,Franklin,Franklin County,48159.0,TX,Texas,33.1755,-95.2184,10413.0
437298,48159,Franklin County (TX),TX,1779.0,744,2022,1,48085,Collin County (TX),TX,19100,"Dallas-Fort Worth-Arlington, TX",CBSA,97.922508,Travel (HERE API),6,336440.66,Franklin,Franklin,Franklin County,48159.0,TX,Texas,33.1755,-95.2184,10413.0
437299,48159,Franklin County (TX),TX,1779.0,745,2022,2,48085,Collin County (TX),TX,19100,"Dallas-Fort Worth-Arlington, TX",CBSA,97.922508,Travel (HERE API),6,336440.66,Franklin,Franklin,Franklin County,48159.0,TX,Texas,33.1755,-95.2184,10413.0
437300,48159,Franklin County (TX),TX,1779.0,746,2022,3,48085,Collin County (TX),TX,19100,"Dallas-Fort Worth-Arlington, TX",CBSA,97.922508,Travel (HERE API),6,336440.66,Franklin,Franklin,Franklin County,48159.0,TX,Texas,33.1755,-95.2184,10413.0
437301,48159,Franklin County (TX),TX,1779.0,747,2022,4,48085,Collin County (TX),TX,19100,"Dallas-Fort Worth-Arlington, TX",CBSA,97.922508,Travel (HERE API),6,336440.66,Franklin,Franklin,Franklin County,48159.0,TX,Texas,33.1755,-95.2184,10413.0
437302,48159,Franklin County (TX),TX,1779.0,748,2022,5,48085,Collin County (TX),TX,19100,"Dallas-Fort Worth-Arlington, TX",CBSA,97.922508,Travel (HERE API),6,336440.66,Franklin,Franklin,Franklin County,48159.0,TX,Texas,33.1755,-95.2184,10413.0
437303,48159,Franklin County (TX),TX,1779.0,749,2022,6,48085,Collin County (TX),TX,19100,"Dallas-Fort Worth-Arlington, TX",CBSA,97.922508,Travel (HERE API),6,362423.16,Franklin,Franklin,Franklin County,48159.0,TX,Texas,33.1755,-95.2184,10413.0
437304,48161,Freestone County (TX),TX,3125.0,751,2022,8,20173,Sedgwick County (KS),KS,48620,"Wichita, KS",CBSA,453.31018,Travel (HERE API),2,1956156.0,Freestone,Freestone,Freestone County,48161.0,TX,Texas,31.7049,-96.1491,19478.0
437305,48161,Freestone County (TX),TX,3125.0,752,2022,9,20173,Sedgwick County (KS),KS,48620,"Wichita, KS",CBSA,453.31018,Travel (HERE API),2,2819636.0,Freestone,Freestone,Freestone County,48161.0,TX,Texas,31.7049,-96.1491,19478.0
437306,48161,Freestone County (TX),TX,3125.0,753,2022,10,20173,Sedgwick County (KS),KS,48620,"Wichita, KS",CBSA,453.31018,Travel (HERE API),2,2817515.0,Freestone,Freestone,Freestone County,48161.0,TX,Texas,31.7049,-96.1491,19478.0
437307,48161,Freestone County (TX),TX,3125.0,754,2022,11,20173,Sedgwick County (KS),KS,48620,"Wichita, KS",CBSA,453.31018,Travel (HERE API),2,2815036.5,Freestone,Freestone,Freestone County,48161.0,TX,Texas,31.7049,-96.1491,19478.0
437308,48161,Freestone County (TX),TX,3125.0,755,2022,12,20173,Sedgwick County (KS),KS,48620,"Wichita, KS",CBSA,453.31018,Travel (HERE API),2,2815036.5,Freestone,Freestone,Freestone County,48161.0,TX,Texas,31.7049,-96.1491,19478.0
437309,48161,Freestone County (TX),TX,3125.0,750,2022,7,22017,Caddo Parish (LA),LA,43340,"Shreveport-Bossier City, LA",CBSA,188.60603,Travel (HERE API),1,5779161.0,Freestone,Freestone,Freestone County,48161.0,TX,Texas,31.7049,-96.1491,19478.0
437466,48161,Freestone County (TX),TX,3125.0,744,2022,1,48309,Mclennan County (TX),TX,47380,"Waco, TX",CBSA,72.182205,Travel (HERE API),1,218553.0,Freestone,Freestone,Freestone County,48161.0,TX,Texas,31.7049,-96.1491,19478.0
437467,48161,Freestone County (TX),TX,3125.0,745,2022,2,48309,Mclennan County (TX),TX,47380,"Waco, TX",CBSA,72.182205,Travel (HERE API),1,218553.0,Freestone,Freestone,Freestone County,48161.0,TX,Texas,31.7049,-96.1491,19478.0
437468,48161,Freestone County (TX),TX,3125.0,746,2022,3,48309,Mclennan County (TX),TX,47380,"Waco, TX",CBSA,72.182205,Travel (HERE API),1,218553.0,Freestone,Freestone,Freestone County,48161.0,TX,Texas,31.7049,-96.1491,19478.0
437469,48161,Freestone County (TX),TX,3125.0,747,2022,4,48309,Mclennan County (TX),TX,47380,"Waco, TX",CBSA,72.182205,Travel (HERE API),1,218553.0,Freestone,Freestone,Freestone County,48161.0,TX,Texas,31.7049,-96.1491,19478.0
437470,48161,Freestone County (TX),TX,3125.0,748,2022,5,48309,Mclennan County (TX),TX,47380,"Waco, TX",CBSA,72.182205,Travel (HERE API),1,218553.0,Freestone,Freestone,Freestone County,48161.0,TX,Texas,31.7049,-96.1491,19478.0
437471,48161,Freestone County (TX),TX,3125.0,749,2022,6,48309,Mclennan County (TX),TX,47380,"Waco, TX",CBSA,72.182205,Travel (HERE API),1,218553.0,Freestone,Freestone,Freestone County,48161.0,TX,Texas,31.7049,-96.1491,19478.0
437472,48163,Frio County (TX),TX,3144.0,750,2022,7,22017,Caddo Parish (LA),LA,43340,"Shreveport-Bossier City, LA",CBSA,509.0596,Travel (HERE API),1,5779161.0,Frio,Frio,Frio County,48163.0,TX,Texas,28.8678,-99.1082,18428.0
437473,48163,Frio County (TX),TX,3144.0,751,2022,8,35013,Dona Ana County (NM),NM,29740,"Las Cruces, NM",CBSA,621.17981,Travel (HERE API),3,488847.66,Frio,Frio,Frio County,48163.0,TX,Texas,28.8678,-99.1082,18428.0
437474,48163,Frio County (TX),TX,3144.0,752,2022,9,35013,Dona Ana County (NM),NM,29740,"Las Cruces, NM",CBSA,621.17981,Travel (HERE API),3,488847.66,Frio,Frio,Frio County,48163.0,TX,Texas,28.8678,-99.1082,18428.0
437475,48163,Frio County (TX),TX,3144.0,753,2022,10,35013,Dona Ana County (NM),NM,29740,"Las Cruces, NM",CBSA,621.17981,Travel (HERE API),3,572682.69,Frio,Frio,Frio County,48163.0,TX,Texas,28.8678,-99.1082,18428.0
437476,48163,Frio County (TX),TX,3144.0,754,2022,11,35013,Dona Ana County (NM),NM,29740,"Las Cruces, NM",CBSA,621.17981,Travel (HERE API),4,365921.25,Frio,Frio,Frio County,48163.0,TX,Texas,28.8678,-99.1082,18428.0
437477,48163,Frio County (TX),TX,3144.0,755,2022,12,35013,Dona Ana County (NM),NM,29740,"Las Cruces, NM",CBSA,621.17981,Travel (HERE API),4,365921.25,Frio,Frio,Frio County,48163.0,TX,Texas,28.8678,-99.1082,18428.0
437634,48163,Frio County (TX),TX,3144.0,744,2022,1,48029,Bexar County (TX),TX,41700,"San Antonio-New Braunfels, TX",CBSA,59.40868,Travel (HERE API),3,235233.0,Frio,Frio,Frio County,48163.0,TX,Texas,28.8678,-99.1082,18428.0
437635,48163,Frio County (TX),TX,3144.0,745,2022,2,48029,Bexar County (TX),TX,41700,"San Antonio-New Braunfels, TX",CBSA,59.40868,Travel (HERE API),3,235233.0,Frio,Frio,Frio County,48163.0,TX,Texas,28.8678,-99.1082,18428.0
437636,48163,Frio County (TX),TX,3144.0,746,2022,3,48029,Bexar County (TX),TX,41700,"San Antonio-New Braunfels, TX",CBSA,59.40868,Travel (HERE API),3,235233.0,Frio,Frio,Frio County,48163.0,TX,Texas,28.8678,-99.1082,18428.0
437637,48163,Frio County (TX),TX,3144.0,747,2022,4,48029,Bexar County (TX),TX,41700,"San Antonio-New Braunfels, TX",CBSA,59.40868,Travel (HERE API),3,235233.0,Frio,Frio,Frio County,48163.0,TX,Texas,28.8678,-99.1082,18428.0
437638,48163,Frio County (TX),TX,3144.0,748,2022,5,48029,Bexar County (TX),TX,41700,"San Antonio-New Braunfels, TX",CBSA,59.40868,Travel (HERE API),3,235233.0,Frio,Frio,Frio County,48163.0,TX,Texas,28.8678,-99.1082,18428.0
437639,48163,Frio County (TX),TX,3144.0,749,2022,6,48029,Bexar County (TX),TX,41700,"San Antonio-New Braunfels, TX",CBSA,59.40868,Travel (HERE API),3,235233.0,Frio,Frio,Frio County,48163.0,TX,Texas,28.8678,-99.1082,18428.0
437661,48165,Gaines County (TX),TX,4429.0,750,2022,7,35013,Dona Ana County (NM),NM,29740,"Las Cruces, NM",CBSA,282.51575,Travel (HERE API),2,229739.0,Gaines,Gaines,Gaines County,48165.0,TX,Texas,32.7407,-102.6352,21167.0
437662,48165,Gaines County (TX),TX,4429.0,751,2022,8,35013,Dona Ana County (NM),NM,29740,"Las Cruces, NM",CBSA,282.51575,Travel (HERE API),3,488847.66,Gaines,Gaines,Gaines County,48165.0,TX,Texas,32.7407,-102.6352,21167.0
437663,48165,Gaines County (TX),TX,4429.0,752,2022,9,35013,Dona Ana County (NM),NM,29740,"Las Cruces, NM",CBSA,282.51575,Travel (HERE API),3,488847.66,Gaines,Gaines,Gaines County,48165.0,TX,Texas,32.7407,-102.6352,21167.0
437664,48165,Gaines County (TX),TX,4429.0,753,2022,10,35013,Dona Ana County (NM),NM,29740,"Las Cruces, NM",CBSA,282.51575,Travel (HERE API),3,572682.69,Gaines,Gaines,Gaines County,48165.0,TX,Texas,32.7407,-102.6352,21167.0
437665,48165,Gaines County (TX),TX,4429.0,754,2022,11,35013,Dona Ana County (NM),NM,29740,"Las Cruces, NM",CBSA,282.51575,Travel (HERE API),4,365921.25,Gaines,Gaines,Gaines County,48165.0,TX,Texas,32.7407,-102.6352,21167.0
437666,48165,Gaines County (TX),TX,4429.0,755,2022,12,35013,Dona Ana County (NM),NM,29740,"Las Cruces, NM",CBSA,282.51575,Travel (HERE API),4,365921.25,Gaines,Gaines,Gaines County,48165.0,TX,Texas,32.7407,-102.6352,21167.0
437744,48165,Gaines County (TX),TX,4429.0,744,2022,1,48141,El Paso County (TX),TX,21340,"El Paso, TX",CBSA,267.33438,Travel (HERE API),1,257535.0,Gaines,Gaines,Gaines County,48165.0,TX,Texas,32.7407,-102.6352,21167.0
437745,48165,Gaines County (TX),TX,4429.0,745,2022,2,48141,El Paso County (TX),TX,21340,"El Paso, TX",CBSA,267.33438,Travel (HERE API),1,257535.0,Gaines,Gaines,Gaines County,48165.0,TX,Texas,32.7407,-102.6352,21167.0
437746,48165,Gaines County (TX),TX,4429.0,746,2022,3,48141,El Paso County (TX),TX,21340,"El Paso, TX",CBSA,267.33438,Travel (HERE API),1,257535.0,Gaines,Gaines,Gaines County,48165.0,TX,Texas,32.7407,-102.6352,21167.0
437747,48165,Gaines County (TX),TX,4429.0,747,2022,4,48141,El Paso County (TX),TX,21340,"El Paso, TX",CBSA,267.33438,Travel (HERE API),1,257535.0,Gaines,Gaines,Gaines County,48165.0,TX,Texas,32.7407,-102.6352,21167.0
437748,48165,Gaines County (TX),TX,4429.0,748,2022,5,48141,El Paso County (TX),TX,21340,"El Paso, TX",CBSA,267.33438,Travel (HERE API),1,257535.0,Gaines,Gaines,Gaines County,48165.0,TX,Texas,32.7407,-102.6352,21167.0
437749,48165,Gaines County (TX),TX,4429.0,749,2022,6,48141,El Paso County (TX),TX,21340,"El Paso, TX",CBSA,267.33438,Travel (HERE API),1,257535.0,Gaines,Gaines,Gaines County,48165.0,TX,Texas,32.7407,-102.6352,21167.0
437808,48167,Galveston County (TX),TX,68033.0,752,2022,9,20173,Sedgwick County (KS),KS,48620,"Wichita, KS",CBSA,638.38745,Travel (HERE API),2,2819636.0,Galveston,Galveston,Galveston County,48167.0,TX,Texas,29.3945,-94.9635,347084.0
437809,48167,Galveston County (TX),TX,68033.0,753,2022,10,20173,Sedgwick County (KS),KS,48620,"Wichita, KS",CBSA,638.38745,Travel (HERE API),2,2817515.0,Galveston,Galveston,Galveston County,48167.0,TX,Texas,29.3945,-94.9635,347084.0
437810,48167,Galveston County (TX),TX,68033.0,754,2022,11,20173,Sedgwick County (KS),KS,48620,"Wichita, KS",CBSA,638.38745,Travel (HERE API),2,2815036.5,Galveston,Galveston,Galveston County,48167.0,TX,Texas,29.3945,-94.9635,347084.0
437811,48167,Galveston County (TX),TX,68033.0,755,2022,12,20173,Sedgwick County (KS),KS,48620,"Wichita, KS",CBSA,638.38745,Travel (HERE API),2,2815036.5,Galveston,Galveston,Galveston County,48167.0,TX,Texas,29.3945,-94.9635,347084.0
437812,48167,Galveston County (TX),TX,68033.0,750,2022,7,22017,Caddo Parish (LA),LA,43340,"Shreveport-Bossier City, LA",CBSA,297.17636,Travel (HERE API),1,5779161.0,Galveston,Galveston,Galveston County,48167.0,TX,Texas,29.3945,-94.9635,347084.0
437813,48167,Galveston County (TX),TX,68033.0,751,2022,8,47157,Shelby County (TN),TN,32820,"Memphis, TN-MS-AR",CBSA,611.17389,Travel (HERE API),1,3746532.0,Galveston,Galveston,Galveston County,48167.0,TX,Texas,29.3945,-94.9635,347084.0
437970,48167,Galveston County (TX),TX,68033.0,744,2022,1,48201,Harris County (TX),TX,26420,"Houston-The Woodlands-Sugar Land, TX",CBSA,31.476179,Travel (HERE API),7,251845.42,Galveston,Galveston,Galveston County,48167.0,TX,Texas,29.3945,-94.9635,347084.0
437971,48167,Galveston County (TX),TX,68033.0,745,2022,2,48201,Harris County (TX),TX,26420,"Houston-The Woodlands-Sugar Land, TX",CBSA,31.476179,Travel (HERE API),7,251845.42,Galveston,Galveston,Galveston County,48167.0,TX,Texas,29.3945,-94.9635,347084.0
437972,48167,Galveston County (TX),TX,68033.0,746,2022,3,48201,Harris County (TX),TX,26420,"Houston-The Woodlands-Sugar Land, TX",CBSA,31.476179,Travel (HERE API),7,251845.42,Galveston,Galveston,Galveston County,48167.0,TX,Texas,29.3945,-94.9635,347084.0
437973,48167,Galveston County (TX),TX,68033.0,747,2022,4,48201,Harris County (TX),TX,26420,"Houston-The Woodlands-Sugar Land, TX",CBSA,31.476179,Travel (HERE API),7,251845.42,Galveston,Galveston,Galveston County,48167.0,TX,Texas,29.3945,-94.9635,347084.0
437974,48167,Galveston County (TX),TX,68033.0,748,2022,5,48201,Harris County (TX),TX,26420,"Houston-The Woodlands-Sugar Land, TX",CBSA,31.476179,Travel (HERE API),7,251845.42,Galveston,Galveston,Galveston County,48167.0,TX,Texas,29.3945,-94.9635,347084.0
437975,48167,Galveston County (TX),TX,68033.0,749,2022,6,48201,Harris County (TX),TX,26420,"Houston-The Woodlands-Sugar Land, TX",CBSA,31.476179,Travel (HERE API),7,251845.42,Galveston,Galveston,Galveston County,48167.0,TX,Texas,29.3945,-94.9635,347084.0
437976,48169,Garza County (TX),TX,793.0,751,2022,8,35001,Bernalillo County (NM),NM,10740,"Albuquerque, NM",CBSA,362.99698,Travel (HERE API),3,141735.67,Garza,Garza,Garza County,48169.0,TX,Texas,33.1799,-101.2985,5734.0
437977,48169,Garza County (TX),TX,793.0,752,2022,9,35001,Bernalillo County (NM),NM,10740,"Albuquerque, NM",CBSA,362.99698,Travel (HERE API),3,146169.33,Garza,Garza,Garza County,48169.0,TX,Texas,33.1799,-101.2985,5734.0
437978,48169,Garza County (TX),TX,793.0,753,2022,10,35001,Bernalillo County (NM),NM,10740,"Albuquerque, NM",CBSA,362.99698,Travel (HERE API),3,152473.67,Garza,Garza,Garza County,48169.0,TX,Texas,33.1799,-101.2985,5734.0
437979,48169,Garza County (TX),TX,793.0,750,2022,7,35049,Santa Fe County (NM),NM,42140,"Santa Fe, NM",CBSA,355.68964,Travel (HERE API),1,231650.0,Garza,Garza,Garza County,48169.0,TX,Texas,33.1799,-101.2985,5734.0
437980,48169,Garza County (TX),TX,793.0,754,2022,11,35001,Bernalillo County (NM),NM,10740,"Albuquerque, NM",CBSA,361.90897,Travel (HERE API),5,88273.203,Garza,Garza,Garza County,48169.0,TX,Texas,33.1799,-101.2985,5734.0
437981,48169,Garza County (TX),TX,793.0,755,2022,12,35001,Bernalillo County (NM),NM,10740,"Albuquerque, NM",CBSA,361.90897,Travel (HERE API),5,88273.203,Garza,Garza,Garza County,48169.0,TX,Texas,33.1799,-101.2985,5734.0
438080,48169,Garza County (TX),TX,793.0,744,2022,1,48439,Tarrant County (TX),TX,19100,"Dallas-Fort Worth-Arlington, TX",CBSA,268.76913,Travel (HERE API),6,336440.66,Garza,Garza,Garza County,48169.0,TX,Texas,33.1799,-101.2985,5734.0
438081,48169,Garza County (TX),TX,793.0,745,2022,2,48439,Tarrant County (TX),TX,19100,"Dallas-Fort Worth-Arlington, TX",CBSA,268.76913,Travel (HERE API),6,336440.66,Garza,Garza,Garza County,48169.0,TX,Texas,33.1799,-101.2985,5734.0
438082,48169,Garza County (TX),TX,793.0,746,2022,3,48439,Tarrant County (TX),TX,19100,"Dallas-Fort Worth-Arlington, TX",CBSA,268.76913,Travel (HERE API),6,336440.66,Garza,Garza,Garza County,48169.0,TX,Texas,33.1799,-101.2985,5734.0
438083,48169,Garza County (TX),TX,793.0,747,2022,4,48439,Tarrant County (TX),TX,19100,"Dallas-Fort Worth-Arlington, TX",CBSA,268.76913,Travel (HERE API),6,336440.66,Garza,Garza,Garza County,48169.0,TX,Texas,33.1799,-101.2985,5734.0
438084,48169,Garza County (TX),TX,793.0,748,2022,5,48439,Tarrant County (TX),TX,19100,"Dallas-Fort Worth-Arlington, TX",CBSA,268.76913,Travel (HERE API),6,336440.66,Garza,Garza,Garza County,48169.0,TX,Texas,33.1799,-101.2985,5734.0
438085,48169,Garza County (TX),TX,793.0,749,2022,6,48439,Tarrant County (TX),TX,19100,"Dallas-Fort Worth-Arlington, TX",CBSA,268.76913,Travel (HERE API),6,362423.16,Garza,Garza,Garza County,48169.0,TX,Texas,33.1799,-101.2985,5734.0
438144,48171,Gillespie County (TX),TX,3817.0,750,2022,7,22017,Caddo Parish (LA),LA,43340,"Shreveport-Bossier City, LA",CBSA,450.73334,Travel (HERE API),1,5779161.0,Gillespie,Gillespie,Gillespie County,48171.0,TX,Texas,30.3181,-98.9465,26730.0
438145,48171,Gillespie County (TX),TX,3817.0,751,2022,8,35013,Dona Ana County (NM),NM,29740,"Las Cruces, NM",CBSA,508.6265,Travel (HERE API),3,488847.66,Gillespie,Gillespie,Gillespie County,48171.0,TX,Texas,30.3181,-98.9465,26730.0
438146,48171,Gillespie County (TX),TX,3817.0,752,2022,9,35013,Dona Ana County (NM),NM,29740,"Las Cruces, NM",CBSA,508.6265,Travel (HERE API),3,488847.66,Gillespie,Gillespie,Gillespie County,48171.0,TX,Texas,30.3181,-98.9465,26730.0
438147,48171,Gillespie County (TX),TX,3817.0,753,2022,10,35013,Dona Ana County (NM),NM,29740,"Las Cruces, NM",CBSA,508.6265,Travel (HERE API),3,572682.69,Gillespie,Gillespie,Gillespie County,48171.0,TX,Texas,30.3181,-98.9465,26730.0
438148,48171,Gillespie County (TX),TX,3817.0,754,2022,11,35013,Dona Ana County (NM),NM,29740,"Las Cruces, NM",CBSA,508.6265,Travel (HERE API),4,365921.25,Gillespie,Gillespie,Gillespie County,48171.0,TX,Texas,30.3181,-98.9465,26730.0
438149,48171,Gillespie County (TX),TX,3817.0,755,2022,12,35013,Dona Ana County (NM),NM,29740,"Las Cruces, NM",CBSA,508.6265,Travel (HERE API),4,365921.25,Gillespie,Gillespie,Gillespie County,48171.0,TX,Texas,30.3181,-98.9465,26730.0
438306,48171,Gillespie County (TX),TX,3817.0,744,2022,1,48029,Bexar County (TX),TX,41700,"San Antonio-New Braunfels, TX",CBSA,64.913406,Travel (HERE API),3,235233.0,Gillespie,Gillespie,Gillespie County,48171.0,TX,Texas,30.3181,-98.9465,26730.0
438307,48171,Gillespie County (TX),TX,3817.0,745,2022,2,48029,Bexar County (TX),TX,41700,"San Antonio-New Braunfels, TX",CBSA,64.913406,Travel (HERE API),3,235233.0,Gillespie,Gillespie,Gillespie County,48171.0,TX,Texas,30.3181,-98.9465,26730.0
438308,48171,Gillespie County (TX),TX,3817.0,746,2022,3,48029,Bexar County (TX),TX,41700,"San Antonio-New Braunfels, TX",CBSA,64.913406,Travel (HERE API),3,235233.0,Gillespie,Gillespie,Gillespie County,48171.0,TX,Texas,30.3181,-98.9465,26730.0
438309,48171,Gillespie County (TX),TX,3817.0,747,2022,4,48029,Bexar County (TX),TX,41700,"San Antonio-New Braunfels, TX",CBSA,64.913406,Travel (HERE API),3,235233.0,Gillespie,Gillespie,Gillespie County,48171.0,TX,Texas,30.3181,-98.9465,26730.0
438310,48171,Gillespie County (TX),TX,3817.0,748,2022,5,48029,Bexar County (TX),TX,41700,"San Antonio-New Braunfels, TX",CBSA,64.913406,Travel (HERE API),3,235233.0,Gillespie,Gillespie,Gillespie County,48171.0,TX,Texas,30.3181,-98.9465,26730.0
438311,48171,Gillespie County (TX),TX,3817.0,749,2022,6,48029,Bexar County (TX),TX,41700,"San Antonio-New Braunfels, TX",CBSA,64.913406,Travel (HERE API),3,235233.0,Gillespie,Gillespie,Gillespie County,48171.0,TX,Texas,30.3181,-98.9465,26730.0
438312,48173,Glasscock County (TX),TX,238.0,750,2022,7,35013,Dona Ana County (NM),NM,29740,"Las Cruces, NM",CBSA,352.6207,Travel (HERE API),2,229739.0,Glasscock,Glasscock,Glasscock County,48173.0,TX,Texas,31.8694,-101.5208,1221.0
438313,48173,Glasscock County (TX),TX,238.0,751,2022,8,35013,Dona Ana County (NM),NM,29740,"Las Cruces, NM",CBSA,352.6207,Travel (HERE API),3,488847.66,Glasscock,Glasscock,Glasscock County,48173.0,TX,Texas,31.8694,-101.5208,1221.0
438314,48173,Glasscock County (TX),TX,238.0,752,2022,9,35013,Dona Ana County (NM),NM,29740,"Las Cruces, NM",CBSA,352.6207,Travel (HERE API),3,488847.66,Glasscock,Glasscock,Glasscock County,48173.0,TX,Texas,31.8694,-101.5208,1221.0
438315,48173,Glasscock County (TX),TX,238.0,753,2022,10,35013,Dona Ana County (NM),NM,29740,"Las Cruces, NM",CBSA,352.6207,Travel (HERE API),3,572682.69,Glasscock,Glasscock,Glasscock County,48173.0,TX,Texas,31.8694,-101.5208,1221.0
438316,48173,Glasscock County (TX),TX,238.0,754,2022,11,35013,Dona Ana County (NM),NM,29740,"Las Cruces, NM",CBSA,352.6207,Travel (HERE API),4,365921.25,Glasscock,Glasscock,Glasscock County,48173.0,TX,Texas,31.8694,-101.5208,1221.0
438317,48173,Glasscock County (TX),TX,238.0,755,2022,12,35013,Dona Ana County (NM),NM,29740,"Las Cruces, NM",CBSA,352.6207,Travel (HERE API),4,365921.25,Glasscock,Glasscock,Glasscock County,48173.0,TX,Texas,31.8694,-101.5208,1221.0
438474,48173,Glasscock County (TX),TX,238.0,744,2022,1,48309,Mclennan County (TX),TX,47380,"Waco, TX",CBSA,292.659,Travel (HERE API),1,218553.0,Glasscock,Glasscock,Glasscock County,48173.0,TX,Texas,31.8694,-101.5208,1221.0
438475,48173,Glasscock County (TX),TX,238.0,745,2022,2,48309,Mclennan County (TX),TX,47380,"Waco, TX",CBSA,292.659,Travel (HERE API),1,218553.0,Glasscock,Glasscock,Glasscock County,48173.0,TX,Texas,31.8694,-101.5208,1221.0
438476,48173,Glasscock County (TX),TX,238.0,746,2022,3,48309,Mclennan County (TX),TX,47380,"Waco, TX",CBSA,292.659,Travel (HERE API),1,218553.0,Glasscock,Glasscock,Glasscock County,48173.0,TX,Texas,31.8694,-101.5208,1221.0
438477,48173,Glasscock County (TX),TX,238.0,747,2022,4,48309,Mclennan County (TX),TX,47380,"Waco, TX",CBSA,292.659,Travel (HERE API),1,218553.0,Glasscock,Glasscock,Glasscock County,48173.0,TX,Texas,31.8694,-101.5208,1221.0
438478,48173,Glasscock County (TX),TX,238.0,748,2022,5,48309,Mclennan County (TX),TX,47380,"Waco, TX",CBSA,292.659,Travel (HERE API),1,218553.0,Glasscock,Glasscock,Glasscock County,48173.0,TX,Texas,31.8694,-101.5208,1221.0
438479,48173,Glasscock County (TX),TX,238.0,749,2022,6,48309,Mclennan County (TX),TX,47380,"Waco, TX",CBSA,292.659,Travel (HERE API),1,218553.0,Glasscock,Glasscock,Glasscock County,48173.0,TX,Texas,31.8694,-101.5208,1221.0
438480,48175,Goliad County (TX),TX,1214.0,750,2022,7,22017,Caddo Parish (LA),LA,43340,"Shreveport-Bossier City, LA",CBSA,416.86676,Travel (HERE API),1,5779161.0,Goliad,Goliad,Goliad County,48175.0,TX,Texas,28.6571,-97.4264,7085.0
438481,48175,Goliad County (TX),TX,1214.0,751,2022,8,35013,Dona Ana County (NM),NM,29740,"Las Cruces, NM",CBSA,659.7135,Travel (HERE API),3,488847.66,Goliad,Goliad,Goliad County,48175.0,TX,Texas,28.6571,-97.4264,7085.0
438482,48175,Goliad County (TX),TX,1214.0,752,2022,9,35013,Dona Ana County (NM),NM,29740,"Las Cruces, NM",CBSA,659.7135,Travel (HERE API),3,488847.66,Goliad,Goliad,Goliad County,48175.0,TX,Texas,28.6571,-97.4264,7085.0
438483,48175,Goliad County (TX),TX,1214.0,753,2022,10,35013,Dona Ana County (NM),NM,29740,"Las Cruces, NM",CBSA,659.7135,Travel (HERE API),3,572682.69,Goliad,Goliad,Goliad County,48175.0,TX,Texas,28.6571,-97.4264,7085.0
438484,48175,Goliad County (TX),TX,1214.0,754,2022,11,35013,Dona Ana County (NM),NM,29740,"Las Cruces, NM",CBSA,659.7135,Travel (HERE API),4,365921.25,Goliad,Goliad,Goliad County,48175.0,TX,Texas,28.6571,-97.4264,7085.0
